"ProductID","ProductName","Company","Model","Device_Type","Device_Classification","Supply","PowerRating","PerfID","Tracibility_ID","Remarks","ActiveStatus","CreatedDate"
"8746","HYGROMETER","BEETECH","288CTH","NA","NA","NA","NA","","1137,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","9/26/2016 12:27:08 PM"
"8747","FINGER TIP PULSE OXIMETER","CONTEC","CMS50C","TYPE BF","CLASS II","NA","NA","","","","True","9/30/2016 11:36:45 AM"
"8748","CTG MACHINE","BIONET","FC1400","NA","NA","220-230V","NA","","","","True","10/1/2016 11:12:37 AM"
"8749","SPOT LIGHT","HOSPITECH","NA","NA","NA","220-230 V","NA","","","","True","10/1/2016 11:33:14 AM"
"8750","HYPOTHERMIA","DAN","NA","TYPE BF","NA","220-230 V","NA","","","","True","10/1/2016 11:59:40 AM"
"8751","ANAESTHESIA WORKSTATION","DATEX OHMEDA","AESTIVA/5","TYPE BF","CLASS II","220-230 V","300 WATTS","","","","True","10/1/2016 12:13:54 PM"
"9748","SHAVER UNIT","STRYKER","TPS","NA","NA","220-230 V","NA","","","","True","10/1/2016 3:50:43 PM"
"9749","FOGGER  MACHINE","JEZ HEALTHCARE","FOG STAR","NA","NA","220-230 V","NA","","","","True","10/1/2016 4:17:30 PM"
"9750","CR","AGFA","CR10X","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","10/3/2016 11:07:56 AM"
"9751","CPM MACHINE","BIOTECH","CP-05","NA","NA","220-230 V","NA","","130,","
a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","10/3/2016 11:22:26 AM"
"9752","TENS","BIOTECH","STRIKER","NA","NA","220-230V","NA","","","","True","10/3/2016 11:27:35 AM"
"9753","SHORT WAVE DIATHERMY","TECHNOMED ELECTONICS","ELECTROCARE","NA","NA","NA","NA","","","","True","10/3/2016 11:30:48 AM"
"9754","TENS","HMS MEDICAL SYSTEM","DIGISTIM","NA","NA","220-230V","NA","","","","True","10/3/2016 11:33:35 AM"
"9755","MOISTURE HEAT THERAPY UNIT","BIOTECH","NA","NA","NA","220-230V","NA","","","","True","10/3/2016 11:58:42 AM"
"9756","IABP MACHINE","MAQUET","DATASCOPE C 100","TYPE  CF/BF","CLASS IIb","220-230 V","NA","","","","True","10/3/2016 12:13:10 PM"
"9757","","MAQUET","DATASCOPE CS100","TYPE  CF/BF","CLASS IIb","220-230 V","NA","","","","True","10/3/2016 12:13:34 PM"
"9760","IABP MACHINE","MAQUET","DATASCOPE CS 100","TYPE  CF/BF","CLASS IIb","220-230 V","NA","","","","True","10/3/2016 12:16:58 PM"
"9761","PORTABLE SUCTION","MC LORDS","NA","NA","NA","NA","NA","","","","True","10/3/2016 4:53:22 PM"
"9762","PORTABLE SUCTION","GOLEY","NA","NA","NA","NA","NA","","","","True","10/3/2016 4:59:12 PM"
"9763","PORTABLE SUCTION","MONARCH","MSI RG02","NA","NA","NA","NA","","","","True","10/3/2016 5:04:28 PM"
"9764","ELETROLYTE ANALYSER","MEDICA","EAYLYTE","NA","NA","220-230V","NA","","","","True","10/3/2016 5:26:25 PM"
"9765","A B G MACHINE","ROCHE","COBAS 121","NA","NA","220-230 V","NA","","","","True","10/3/2016 5:43:47 PM"
"9766","SEMI AUTO ANALYZER","MEDSOURCE","NA","NA","NA","220-230 V","NA","","","","True","10/4/2016 11:16:18 AM"
"9767","CALORIMETER","SYSTRONICS","114","NA","NA","220-230 V","NA","","","","True","10/4/2016 1:55:42 PM"
"9768","PRESSURE GUAGE","EMPL","0-250 kg/cm square","","","","","","","","True","10/6/2016 8:18:47 AM"
"9769","PRESSURE GUAGE","GURU","0-150 KG /CM SQ","NA","NA","NA","NA","","","","True","10/6/2016 9:18:33 AM"
"9770","CENTRIFUGE","KEMI","C8C + AC-5","NA","NA","220-230V","NA","","1133,130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @","True","10/11/2016 10:44:18 AM"
"9771","ULTRASOUND THERAPY","MEDOTEK","P-5","NA","NA","220-230V","NA","","","","True","10/14/2016 10:50:56 AM"
"9772","COMBO","HMS","NA","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7  below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause  Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","10/14/2016 11:02:27 AM"
"9773","ULTRASOUND THERAPY","BMS","DIGISOUND DUAL","NA","NA","220-230","300 WATTS","","","","True","10/14/2016 11:12:25 AM"
"9774","ANALGESIC PULSER","JOHARI","AP-439 PLUS","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","10/14/2016 11:18:24 AM"
"9775","TRACTION","IMPULSE","AUTO TRAC","NA","NA","220-230V","NA","","130,","a	This report is applicable to the sample tested only. @ 
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @ 
d	Deviation in the set values from the actual values are shown in the report. @
","True","10/14/2016 11:31:19 AM"
"9776","TRACTION","BMS","PHYSIOOTRAC","NA","NA","220-230V","NA","","130,","a	This report is applicable to the sample tested only. @ 
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @ 
d	Deviation in the set values from the actual values are shown in the report. @
","True","10/14/2016 11:36:09 AM"
"9777","STIMULATOR","JOHARI","BLD- 498","NA","NA","NA","NA","","","","True","10/14/2016 11:39:28 AM"
"9778","CAMERA UNIT","SMITH NEPHEW","560 P","NA","NA","220-230 V","NA","","","","True","10/22/2016 2:24:11 PM"
"9779","LITHOTRIPSY","STATU MEDICAL","CALCULICAST","NA","NA","220-230 V","NA","","","","True","10/22/2016 2:57:37 PM"
"9780","OPERATIONAL MICROSCOPE","ZEISS","OPMI MOVENA","NA","NA","220-230 V","NA","","","","True","10/22/2016 3:16:04 PM"
"9781","COBLATOR","ArthroCare Corporation","COBLATOR II","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","10/22/2016 3:30:56 PM"
"9782","HD CAMERA CONSOLE","SONY","DXC C33D","NA","NA","220-230 V","NA","","","","True","10/22/2016 3:47:18 PM"
"9783","LAP SUCTION","KARL STORZ","NA","NA","NA","220-230 V","NA","","","","True","10/24/2016 12:42:06 PM"
"9784","BABY WARMER","PHOENIX MEDICAL","NWS-101","BF","CLASS II","220-230V","NA","","","","True","10/24/2016 1:37:33 PM"
"9785","NEURO DRILL","MEDTRONIC","IPC","NA","NA","220-230","NA","","","","True","10/24/2016 3:25:37 PM"
"9786","MULTIPARAMONITOR","GE","AISYS CS2","TYPE CF/BF","CLASS II","220-230 V","40 WATTS","","","","True","10/24/2016 4:23:55 PM"
"9787","ENT UNIT","VICTOR","VT-1151 COMPACTA  IV","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","10/28/2016 11:44:03 AM"
"9788","SURGICAL DIATHERMY","ERBE","NA","NA","NA","220-230V","NA","","","","True","10/28/2016 2:53:15 PM"
"9789","PRESSURE INJECTOR","NA","C0114C011X","NA","NA","220-230V","NA","","","","True","10/28/2016 3:16:17 PM"
"9790","AUTOCLAVE","MACHINE FABRIK","NA","NA","NA","220-230V","NA","","","","True","10/28/2016 4:00:47 PM"
"9791","PLASMA MACHINE","STERAD","100S","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","10/28/2016 4:12:28 PM"
"9792","ULTRASOUND MACHINE","PHILIPS","VISIQ","NA","NA","220-230 V","NA","","","","True","10/28/2016 5:05:37 PM"
"9793","HOLTER MACHINE","PHILIPS","NA","TYPE CF","NA","220-230 V","NA","","","","True","10/28/2016 5:14:15 PM"
"9794","PATIENT WARMER","NA","NA","NA","NA","220-230V","NA","","","","True","10/28/2016 5:43:31 PM"
"9795","FLUID WARMER","BLANKETRON","222R","NA","NA","220-230V","NA","","","","True","10/29/2016 10:26:30 AM"
"9796","DRILL","SYNTHES","511701","NA","NA","220-230 V","NA","","","","True","10/29/2016 10:30:41 AM"
"9797","OPERATIONAL MICROSCOPE","MOLLER WEDEL","NA","NA","NA","220-230 V","NA","","","","True","10/29/2016 10:32:28 AM"
"9798","SURGICAL DIATHERMY","REBEL","N/D-010","NA","NA","220-230 V","300 WATTS","","","","True","10/29/2016 11:12:45 AM"
"9799","LASER","AURIGA","NA","NA","NA","220-230 V","NA","","","","True","10/29/2016 11:33:39 AM"
"9800","BUBBLE CPAP","NA","NA","NA","NA","NA","NA","","","","True","10/29/2016 12:26:51 PM"
"9801","CTG MACHINE","NA","NA","NA","NA","220-230V","NA","","","","True","10/29/2016 12:49:18 PM"
"9802","DIALYSIS MACHINE","FRESENIUS MEDICAL CARE","5008S","TYPE CF","CLASS II","220-230 V","NA","","","","True","10/29/2016 12:53:26 PM"
"9803","MULTIPARAMONITOR","SCHILLER","TRUSCOPE CLASSIC","TYPE  CF/BF","CLASS II","220-230","40 WATTS","","","","True","10/29/2016 12:55:20 PM"
"9804","PORTABLE VENTILATOR","ULCO MEDICAL","RESCU VENT","TYPE BF","NA","220-230 V","NA","","","","True","10/29/2016 1:06:57 PM"
"9805","AUTO REFRACTOMETER","RIGHTON","SPEED-i","NA","NA","220-230V","NA","","","","True","10/29/2016 1:15:38 PM"
"9806","A SCAN","BIOLINE","OPTIKON","NA","NA","220-230V","NA","","","","True","10/29/2016 1:19:56 PM"
"9807","KERATOMETER","TAKAGI SEIKO","NA","NA","NA","220-230 V","NA","","","","True","10/29/2016 1:24:11 PM"
"9808","MICROSCOPE","NIKON","OL-7","NA","NA","220-230 V","NA","","","","True","10/29/2016 1:31:05 PM"
"9809","IFT","MEDICON ELECTRONICS","NA","NA","NA","220-230 V","NA","","","","True","10/29/2016 1:44:05 PM"
"9810","TILTING TABLE","HMS","NA","NA","NA","220-230 V","NA","","","","True","10/29/2016 2:01:17 PM"
"9811","ULTRASOUND THERAPY","TECHNOMED ELECTRONICS","ELECTROSON 408","NA","NA","220-230V","NA","","","","True","10/29/2016 2:10:01 PM"
